Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
12-Jan-26,^ZKEQTK,Zamara Kenya Equity Index (KES),2424.57,4790.09,4188.5,4188.5,4188.5,4185.44,3.06,0.07%,-,-
12-Jan-26,^ZKEQTU,Zamara Kenya Equity Index (USD),1610.77,3197.11,2796.66,2796.66,2796.66,2794.62,2.04,0.07%,-,-
13-Jan-26,EGAD,Eaagads Ltd,11,35.25,18.5,21,20.4,19.2,1.2,6.25%,926,-
13-Jan-26,KUKZ,Kakuzi Plc,365,440,405,405,405,402.75,2.25,0.56%,515,-
13-Jan-26,KAPC,Kapchorua Tea Kenya Plc,198,424.25,235.25,236.5,236,236.5,-0.5,-0.21%,492,-
13-Jan-26,LIMT,Limuru Tea Plc,295,555,460,460,460,460,-,-,4,-
13-Jan-26,SASN,Sasini Plc,13.3,33.9,19.6,21.65,20.3,19.75,0.55,2.78%,36268,-
13-Jan-26,WTK,Williamson Tea Kenya Plc,136,350,149,150,149.25,151,-1.75,-1.16%,17090,-
13-Jan-26,CGEN,Car and General (K) Ltd,19.8,74.25,56.25,57.5,56.5,57.5,-1,-1.74%,3900,-
13-Jan-26,ABSA,ABSA Bank Kenya Plc,15,33,25.6,26,25.7,25.7,-,-,1542924,-
13-Jan-26,BKG,BK Group Plc,28.75,50,42,43.75,43.5,43.7,-0.2,-0.46%,49807,-
13-Jan-26,COOP,Co-operative Bank of Kenya Ltd,13.8,31.5,25.95,27,26.45,26,0.45,1.73%,1372754,-
13-Jan-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,116.5,118,117,117,-,-,32078,-
13-Jan-26,EQTY,Equity Group Holdings Plc,41.2,80,69,69.5,69.25,69.5,-0.25,-0.36%,318775,-
13-Jan-26,HFCK,HF Group Ltd,5.3,11.5,10.2,10.55,10.3,10.35,-0.05,-0.48%,724571,-
13-Jan-26,IMH,I & M Holdings Plc,29.5,52,44.5,45,44.9,44.6,0.3,0.67%,364102,-
13-Jan-26,KCB,KCB Group Plc,35,80.5,66.5,67,67,67,-,-,384328,-
13-Jan-26,NCBA,NCBA Group Plc,48,100,88.25,89.5,88.75,89.25,-0.5,-0.56%,229183,-
13-Jan-26,SBIC,Stanbic Holdings Plc,147,270,197.5,199.75,198,198,-,-,105586,-
13-Jan-26,SCBK,Standard Chartered Bank Kenya Ltd,260,365,302.25,310,306.5,307.5,-1,-0.33%,67553,-
13-Jan-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
13-Jan-26,EVRD,Eveready East Africa Ltd,0.75,1.78,1.3,1.4,1.37,1.4,-0.03,-2.14%,10475,-
13-Jan-26,XPRS,Express Kenya Plc,2.8,10,7.46,7.5,7.48,7.34,0.14,1.91%,1442,-
13-Jan-26,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
