Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
9-Apr-26,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
9-Apr-26,SKL,Shri Krishana Overseas Plc,5.8,12,9,9.5,9.44,9.4,0.04,0.43%,5298,-
9-Apr-26,UNGA,Unga Group Ltd,18.05,34,29,30.15,29.85,29.85,-,-,673,-
9-Apr-26,SCOM,Safaricom Plc,17,34.2,29,30.2,29.45,29.3,0.15,0.51%,6932985,-
9-Apr-26,ALP,Africa Logistics Properties Industria...,1,1,1,1,1,1,-,-,-,-
9-Apr-26,LAPR,LAPTrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
9-Apr-26,GLD,ABSA NewGold ETF,881,9800,5715,5995,5830,5880,-50,-0.85%,434,-
9-Apr-26,SMWF,Satrix MSCI World Feeder ETF,755,1050,821,824,801,801,-,-,44,-
9-Apr-26,^N10I,NSE 10-Share Index,1268.27,2271.75,2153.81,2153.81,2153.81,2133.17,20.64,0.97%,-,-
9-Apr-26,^N20I,NSE 20-Share Index,2092.84,3758.73,3580.18,3580.18,3580.18,3557.85,22.33,0.63%,-,-
9-Apr-26,^N25I,NSE 25-Share Index,3365.92,5948.29,5713.43,5713.43,5713.43,5663.83,49.6,0.88%,-,-
9-Apr-26,^NASI,NSE All-Share Index,125.33,216.69,205.79,205.79,205.79,204.25,1.54,0.75%,-,-
9-Apr-26,^NBSI,NSE Banking Sector Index,149.92,245.9,237.55,237.55,237.55,235.3,2.25,0.96%,-,-
9-Apr-26,^NBDI,NSE Bonds Index,1140.96,1210.41,1167.42,1167.42,1167.42,1172.25,-4.83,-0.41%,-,-
9-Apr-26,^ZKEQTK,Zamara Kenya Equity Index (KES),2473.14,4790.09,4556.99,4556.99,4556.99,4511.86,45.13,1.00%,-,-
9-Apr-26,^ZKEQTU,Zamara Kenya Equity Index (USD),1641.77,3197.11,3035.64,3035.64,3035.64,3002.09,33.55,1.12%,-,-
10-Apr-26,EGAD,Eaagads Ltd,11,35.25,25.5,31.1,31,28.3,2.7,9.54%,3714,-
10-Apr-26,KUKZ,Kakuzi Plc,365,440,405,427.75,412.5,427.75,-15.25,-3.57%,271,-
10-Apr-26,KAPC,Kapchorua Tea Kenya Plc,198,424.25,240,245,240.5,243.75,-3.25,-1.33%,2128,-
10-Apr-26,LIMT,Limuru Tea Plc,295,555,502,529,514,514,-,-,13,-
10-Apr-26,SASN,Sasini Plc,13.3,33.9,26.75,27.5,27.2,26.95,0.25,0.93%,6754,-
10-Apr-26,WTK,Williamson Tea Kenya Plc,136,350,137.75,140,138.5,138.5,-,-,4460,-
10-Apr-26,CGEN,Car and General (K) Ltd,19.8,74.25,66,68.25,67.5,67.75,-0.25,-0.37%,1171,-
10-Apr-26,ABSA,ABSA Bank Kenya Plc,15,33,30.8,31,30.9,30.85,0.05,0.16%,267751,-
10-Apr-26,BKG,BK Group Plc,28.75,52,48.4,49,48.55,48.55,-,-,33172,-
10-Apr-26,COOP,Co-operative Bank of Kenya Ltd,13.8,31.5,30.45,31.4,30.9,30.75,0.15,0.49%,1403169,-
10-Apr-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,150,159.75,150.75,149.75,1,0.67%,41662,-
10-Apr-26,EQTY,Equity Group Holdings Plc,41.2,80,74,75.5,74.25,73.25,1,1.37%,1859347,-
10-Apr-26,HFCK,HF Group Ltd,5.3,11.5,9.4,9.8,9.56,9.7,-0.14,-1.44%,200013,-
10-Apr-26,IMH,I & M Holdings Plc,29.5,52,50.75,52,51.5,50.5,1,1.98%,116974,-
10-Apr-26,KCB,KCB Group Plc,36.5,80.5,70.5,71.5,71,70.25,0.75,1.07%,317275,-
10-Apr-26,NCBA,NCBA Group Plc,48,100,90,90.75,90,90.5,-0.5,-0.55%,60084,-
10-Apr-26,SBIC,Stanbic Holdings Plc,147,300,278,300,280.5,280.5,-,-,9262,-
10-Apr-26,SCBK,Standard Chartered Bank Kenya Ltd,260,365,341,349.5,343.75,345.75,-2,-0.58%,33253,-
10-Apr-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
10-Apr-26,EVRD,Eveready East Africa Ltd,0.75,1.78,1.15,1.21,1.19,1.18,0.01,0.85%,704401,-
10-Apr-26,XPRS,Express Kenya Plc,2.8,10,7,7.86,7.7,7.56,0.14,1.85%,27092,-
10-Apr-26,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
10-Apr-26,KQ,Kenya Airways Plc,1.56,7.02,6.78,7.02,6.9,6.7,0.2,2.99%,3697788,-
10-Apr-26,LKL,Longhorn Publishers Plc,2.35,3.5,2.92,3,2.99,2.92,0.07,2.40%,5598,-
10-Apr-26,NBV,Nairobi Business Ventures Ltd,1.33,2.16,1.4,1.51,1.48,1.45,0.03,2.07%,40455,-
10-Apr-26,NMG,Nation Media Group Plc,10.05,20,14.55,15,15,14.35,0.65,4.53%,13554,-
10-Apr-26,SMER,Sameer Africa Plc,2.7,21.5,15.9,16.15,16.05,16.05,-,-,2285,-
10-Apr-26,SGL,Standard Group Plc,5.2,7.14,6,6.3,6.06,6.16,-0.1,-1.62%,2194,-
10-Apr-26,TPSE,TPS Eastern Africa (Serena) Ltd,13.05,18.2,16,17,16.55,16.55,-,-,6904,-
10-Apr-26,UCHM,Uchumi Supermarket Plc,0.23,2.93,1.98,2.07,2,1.89,0.11,5.82%,772188,-
10-Apr-26,SCAN,WPP ScanGroup Plc,2,3.33,2.29,2.33,2.3,2.29,0.01,0.44%,6515,-
10-Apr-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
10-Apr-26,BAMB,Bamburi Cement Ltd,47.2,56.5,47.2,47.2,47.2,47.2,-,-,-,-
10-Apr-26,CRWN,Crown Paints Kenya Plc,33.95,70.75,54.75,60,58.75,59.25,-0.5,-0.84%,2955,-
10-Apr-26,CABL,East African Cables Plc,1,2.44,1,1,1,1,-,-,-,-
10-Apr-26,PORT,East African Portland Cement Ltd,28,101,72,83,75.5,80,-4.5,-5.63%,579,-
10-Apr-26,KEGN,Kenya Electricity Generating Company Plc,4.52,10.75,9.2,9.5,9.32,9.16,0.16,1.75%,572955,-
10-Apr-26,KPC,Kenya Pipeline Company Plc,9,9.5,9.24,9.5,9.3,9.28,0.02,0.22%,1074982,-
10-Apr-26,KPLC-P4,KPLC-P4,4,5,5,5,5,5,-,-,-,-
10-Apr-26,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
10-Apr-26,KPLC,Kenya Power and Lighting Company Plc,5.7,19,16.95,17.3,17,17,-,-,533652,-
10-Apr-26,TOTL,TotalEnergies Marketing Kenya Plc,21,47,42.7,43.55,43.1,42.7,0.4,0.94%,14557,-
10-Apr-26,UMME,Umeme Ltd,5.8,24.75,8.4,8.5,8.42,8.5,-0.08,-0.94%,9831,-
10-Apr-26,BRIT,Britam Holdings Plc,5.92,13.4,12,12.5,12.05,12.05,-,-,241697,-
10-Apr-26,CIC,CIC Insurance Group Ltd,2.55,6.62,4.6,4.75,4.7,4.7,-,-,84018,-
10-Apr-26,JUB,Jubilee Holdings Ltd,182,437.75,370.25,400,390,399.75,-9.75,-2.44%,5139,-
10-Apr-26,KNRE,Kenya Re-Insurance Corporation Ltd,1.5,4.02,3.36,3.45,3.4,3.41,-0.01,-0.29%,1837524,-
10-Apr-26,LBTY,Liberty Kenya Holdings Ltd,9.1,12.2,9.8,10.2,9.88,9.82,0.06,0.61%,11032,-
10-Apr-26,SLAM,Sanlam Allianz Holdings (Kenya) Plc,5.5,11,9.5,9.98,9.9,9.5,0.4,4.21%,19302,-
10-Apr-26,CTUM,Centum Investment Company Plc,10.85,16.75,13.8,14,13.95,13.9,0.05,0.36%,27986,-
10-Apr-26,HAFR,Home Afrika Ltd,0.48,1.93,1.4,1.5,1.44,1.42,0.02,1.41%,391700,-
10-Apr-26,KURV,Kurwitu Ventures Ltd,1400,1500,1495,1495,1500,1500,-,-,3,-
10-Apr-26,OCH,Olympia Capital Holdings Ltd,3.12,9,7.06,7.8,7.7,7.12,0.58,8.15%,1649,-
10-Apr-26,TCL,Trans-Century Plc,0.71,1.4,0.71,0.71,0.71,0.71,-,-,-,-
10-Apr-26,NSE,Nairobi Securities Exchange Plc,6.5,25.9,20.5,21.15,20.95,21.15,-0.2,-0.95%,131683,-
10-Apr-26,AMAC,Africa Mega Agricorp Plc,51,118.25,110,118,113.5,113.5,-,-,65,-
10-Apr-26,BOC,BOC Kenya Plc,76,150,123,127,124.75,126,-1.25,-0.99%,330,-
10-Apr-26,BAT,British American Tobacco Kenya Plc,345,629,567,574,572,572,-,-,15206,-
10-Apr-26,CARB,Carbacid Investments Plc,18,33,28,30.3,28.9,29.95,-1.05,-3.51%,12804,-
10-Apr-26,EABL,East African Breweries Ltd,167,351,250,255,251.25,252,-0.75,-0.30%,170911,-
10-Apr-26,FTGH,Flame Tree Group Holdings Ltd,1.05,3.11,2.4,2.53,2.5,2.5,-,-,20681,-
10-Apr-26,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
10-Apr-26,SKL,Shri Krishana Overseas Plc,5.8,12,9,9.5,9.46,9.44,0.02,0.21%,3339,-
10-Apr-26,UNGA,Unga Group Ltd,18.05,34,29,30,29.45,29.85,-0.4,-1.34%,707,-
10-Apr-26,SCOM,Safaricom Plc,17,34.2,29.2,29.95,29.75,29.45,0.3,1.02%,835574,-
10-Apr-26,ALP,Africa Logistics Properties Industria...,1,1,1,1,1,1,-,-,-,-
10-Apr-26,LAPR,LAPTrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
10-Apr-26,GLD,ABSA NewGold ETF,881,9800,5700,6010,5830,5830,-,-,78,-
10-Apr-26,SMWF,Satrix MSCI World Feeder ETF,755,1050,824,865,865,801,64,7.99%,514,-
10-Apr-26,^N10I,NSE 10-Share Index,1268.27,2271.75,2170.69,2170.69,2170.69,2153.81,16.88,0.78%,-,-
10-Apr-26,^N20I,NSE 20-Share Index,2092.84,3758.73,3590.25,3590.25,3590.25,3580.18,10.07,0.28%,-,-
10-Apr-26,^N25I,NSE 25-Share Index,3365.92,5948.29,5742.68,5742.68,5742.68,5713.43,29.25,0.51%,-,-
10-Apr-26,^NASI,NSE All-Share Index,125.33,216.69,207.01,207.01,207.01,205.79,1.22,0.59%,-,-
10-Apr-26,^NBSI,NSE Banking Sector Index,149.92,245.9,238.86,238.86,238.86,237.55,1.31,0.55%,-,-
10-Apr-26,^NBDI,NSE Bonds Index,1140.96,1210.41,1170.17,1170.17,1170.17,1167.42,2.75,0.24%,-,-
10-Apr-26,^ZKEQTK,Zamara Kenya Equity Index (KES),2473.14,4790.09,4591.12,4591.12,4591.12,4556.99,34.13,0.75%,-,-
10-Apr-26,^ZKEQTU,Zamara Kenya Equity Index (USD),1641.77,3197.11,3060.75,3060.75,3060.75,3035.64,25.11,0.83%,-,-
13-Apr-26,EGAD,Eaagads Ltd,11,35.25,31.1,32,31.3,31,0.3,0.97%,1999,-
13-Apr-26,KUKZ,Kakuzi Plc,365,440,406,425,423.75,412.5,11.25,2.73%,153,-
13-Apr-26,KAPC,Kapchorua Tea Kenya Plc,198,424.25,243.5,243.75,243.75,240.5,3.25,1.35%,118,-
13-Apr-26,LIMT,Limuru Tea Plc,295,555,500,520,511,514,-3,-0.58%,117,-
13-Apr-26,SASN,Sasini Plc,13.3,33.9,26.7,27.55,27,27.2,-0.2,-0.74%,31816,-
13-Apr-26,WTK,Williamson Tea Kenya Plc,136,350,137.75,139,138.25,138.5,-0.25,-0.18%,4335,-
13-Apr-26,CGEN,Car and General (K) Ltd,19.8,74.25,66.5,68.25,66.75,67.5,-0.75,-1.11%,1401,-
13-Apr-26,ABSA,ABSA Bank Kenya Plc,15,33,30,31,30.85,30.9,-0.05,-0.16%,187013,-
13-Apr-26,BKG,BK Group Plc,28.75,52,48.5,52,49.55,48.55,1,2.06%,27006,-
13-Apr-26,COOP,Co-operative Bank of Kenya Ltd,13.8,31.5,30.5,31.5,31.2,30.9,0.3,0.97%,615153,-
13-Apr-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,151,155.75,154.75,150.75,4,2.65%,6447,-
13-Apr-26,EQTY,Equity Group Holdings Plc,41.2,80,73.75,75.5,74,74.25,-0.25,-0.34%,1353239,-
13-Apr-26,HFCK,HF Group Ltd,5.3,11.5,9.3,10.15,9.36,9.56,-0.2,-2.09%,422060,-
13-Apr-26,IMH,I & M Holdings Plc,29.5,52,50.5,52,51.25,51.5,-0.25,-0.49%,4267858,-
13-Apr-26,KCB,KCB Group Plc,37.5,80.5,69,72,70,71,-1,-1.41%,1005853,-
13-Apr-26,NCBA,NCBA Group Plc,48,100,89.75,90.5,90.25,90,0.25,0.28%,63553,-
13-Apr-26,SBIC,Stanbic Holdings Plc,147,300,280,282,280.25,280.5,-0.25,-0.09%,24989,-
13-Apr-26,SCBK,Standard Chartered Bank Kenya Ltd,260,365,345,349.75,348.5,343.75,4.75,1.38%,12182,-
13-Apr-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
13-Apr-26,EVRD,Eveready East Africa Ltd,0.75,1.78,1.12,1.19,1.16,1.19,-0.03,-2.52%,224674,-
13-Apr-26,XPRS,Express Kenya Plc,2.8,10,7.08,7.86,7.24,7.7,-0.46,-5.97%,699,-
13-Apr-26,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
13-Apr-26,KQ,Kenya Airways Plc,1.56,7.58,7.06,7.58,7.4,6.9,0.5,7.25%,2837719,-
13-Apr-26,LKL,Longhorn Publishers Plc,2.35,3.5,2.98,3.13,3.04,2.99,0.05,1.67%,11793,-
13-Apr-26,NBV,Nairobi Business Ventures Ltd,1.33,2.16,1.4,1.5,1.44,1.48,-0.04,-2.70%,59624,-
13-Apr-26,NMG,Nation Media Group Plc,10.05,20,14,15.2,14.85,15,-0.15,-1.00%,14389,-
13-Apr-26,SMER,Sameer Africa Plc,2.7,21.5,16,16.15,16.1,16.05,0.05,0.31%,11471,-
13-Apr-26,SGL,Standard Group Plc,5.2,7.14,6,6.3,6.26,6.06,0.2,3.30%,3503,-
13-Apr-26,TPSE,TPS Eastern Africa (Serena) Ltd,13.05,18.2,16,17,17,16.55,0.45,2.72%,100080,-
13-Apr-26,UCHM,Uchumi Supermarket Plc,0.23,2.93,1.97,2.03,2,2,-,-,264353,-
13-Apr-26,SCAN,WPP ScanGroup Plc,2,3.33,2.25,2.33,2.31,2.3,0.01,0.43%,38857,-
13-Apr-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
13-Apr-26,BAMB,Bamburi Cement Ltd,47.2,56.5,47.2,47.2,47.2,47.2,-,-,-,-
13-Apr-26,CRWN,Crown Paints Kenya Plc,33.95,70.75,54.75,64.5,56.75,58.75,-2,-3.40%,2585,-
13-Apr-26,CABL,East African Cables Plc,1,2.44,1,1,1,1,-,-,-,-
13-Apr-26,PORT,East African Portland Cement Ltd,28,101,76,83,79,75.5,3.5,4.64%,492,-
13-Apr-26,KEGN,Kenya Electricity Generating Company Plc,4.7,10.75,9.12,9.5,9.26,9.32,-0.06,-0.64%,591373,-
13-Apr-26,KPC,Kenya Pipeline Company Plc,9,9.56,9.28,9.56,9.4,9.3,0.1,1.08%,2134174,-
13-Apr-26,KPLC-P4,KPLC-P4,4,5,5,5,5,5,-,-,-,-
13-Apr-26,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
13-Apr-26,KPLC,Kenya Power and Lighting Company Plc,6,19,16.9,17.2,16.95,17,-0.05,-0.29%,289887,-
13-Apr-26,TOTL,TotalEnergies Marketing Kenya Plc,21,47,42.2,43.55,42.6,43.1,-0.5,-1.16%,3459,-
13-Apr-26,UMME,Umeme Ltd,5.8,24.75,8.12,8.5,8.34,8.42,-0.08,-0.95%,28018,-
13-Apr-26,BRIT,Britam Holdings Plc,5.92,13.4,12,12.5,12.1,12.05,0.05,0.41%,154058,-
13-Apr-26,CIC,CIC Insurance Group Ltd,2.55,6.62,4.5,4.75,4.63,4.7,-0.07,-1.49%,170974,-
13-Apr-26,JUB,Jubilee Holdings Ltd,182,437.75,380,399.75,386.25,390,-3.75,-0.96%,846,-
13-Apr-26,KNRE,Kenya Re-Insurance Corporation Ltd,1.5,4.02,3.39,3.45,3.41,3.4,0.01,0.29%,1592892,-
13-Apr-26,LBTY,Liberty Kenya Holdings Ltd,9.1,12.2,9.82,10.2,9.98,9.88,0.1,1.01%,8469,-
13-Apr-26,SLAM,Sanlam Allianz Holdings (Kenya) Plc,5.5,11,9.5,9.9,9.72,9.9,-0.18,-1.82%,5927,-
13-Apr-26,CTUM,Centum Investment Company Plc,10.85,16.75,13.8,14,13.95,13.95,-,-,20887,-
13-Apr-26,HAFR,Home Afrika Ltd,0.48,1.93,1.4,1.5,1.48,1.44,0.04,2.78%,551299,-
13-Apr-26,KURV,Kurwitu Ventures Ltd,1400,1500,1500,1500,1500,1500,-,-,-,-
13-Apr-26,OCH,Olympia Capital Holdings Ltd,3.12,9,7.02,7.38,7.04,7.7,-0.66,-8.57%,10385,-
13-Apr-26,TCL,Trans-Century Plc,0.71,1.39,0.71,0.71,0.71,0.71,-,-,-,-
13-Apr-26,NSE,Nairobi Securities Exchange Plc,6.5,25.9,19.95,20.95,20.35,20.95,-0.6,-2.86%,158082,-
13-Apr-26,AMAC,Africa Mega Agricorp Plc,51,120,109,120,115.5,113.5,2,1.76%,230,-
13-Apr-26,BOC,BOC Kenya Plc,76,150,119,127,121.5,124.75,-3.25,-2.61%,1305,-
13-Apr-26,BAT,British American Tobacco Kenya Plc,345,629,570,575,572,572,-,-,6458,-
13-Apr-26,CARB,Carbacid Investments Plc,18,33,28,29.5,28.6,28.9,-0.3,-1.04%,10011,-
13-Apr-26,EABL,East African Breweries Ltd,167,351,248,255,251.5,251.25,0.25,0.10%,3964,-
13-Apr-26,FTGH,Flame Tree Group Holdings Ltd,1.05,3.11,2.35,2.65,2.44,2.5,-0.06,-2.40%,21694,-
13-Apr-26,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
13-Apr-26,SKL,Shri Krishana Overseas Plc,5.8,12,8.8,10.4,9.62,9.46,0.16,1.69%,8606,-
13-Apr-26,UNGA,Unga Group Ltd,18.05,34,27.7,30.2,28.8,29.45,-0.65,-2.21%,568,-
13-Apr-26,SCOM,Safaricom Plc,17,34.2,28.8,29.85,29.05,29.75,-0.7,-2.35%,2933703,-
13-Apr-26,ALP,Africa Logistics Properties Industria...,1,1,1,1,1,1,-,-,-,-
13-Apr-26,LAPR,LAPTrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
13-Apr-26,GLD,ABSA NewGold ETF,881,9800,5700,5950,5735,5830,-95,-1.63%,3765,-
13-Apr-26,SMWF,Satrix MSCI World Feeder ETF,755,1050,825,860,849,865,-16,-1.85%,165,-
14-Apr-26,EGAD,Eaagads Ltd,11,37,28.2,32,31.65,31.3,0.35,1.12%,4267,-
14-Apr-26,KUKZ,Kakuzi Plc,365,440,407,425,422.75,423.75,-1,-0.24%,248,-
14-Apr-26,KAPC,Kapchorua Tea Kenya Plc,198,424.25,235,250,238.5,243.75,-5.25,-2.15%,1078,-
14-Apr-26,LIMT,Limuru Tea Plc,295,555,515,520,519,511,8,1.57%,140,-
14-Apr-26,SASN,Sasini Plc,13.3,33.9,25.1,27,25.95,27,-1.05,-3.89%,7863,-
14-Apr-26,WTK,Williamson Tea Kenya Plc,129.75,350,137,138,137,138.25,-1.25,-0.90%,6863,-
14-Apr-26,CGEN,Car and General (K) Ltd,19.95,85.5,66,68.25,66.5,66.75,-0.25,-0.37%,2045,-
14-Apr-26,ABSA,ABSA Bank Kenya Plc,16.95,33,30.8,31.5,30.95,30.85,0.1,0.32%,205470,-
14-Apr-26,BKG,BK Group Plc,28.75,58,49.8,52,50,49.55,0.45,0.91%,779733,-
14-Apr-26,COOP,Co-operative Bank of Kenya Ltd,14.95,34.3,31,34.3,31.9,31.2,0.7,2.24%,519504,-
14-Apr-26,DTK,Diamond Trust Bank Kenya Ltd,66,170,150,156,150.75,154.75,-4,-2.58%,32060,-
14-Apr-26,EQTY,Equity Group Holdings Plc,41.2,80,74.5,77,75.25,74,1.25,1.69%,438029,-
14-Apr-26,HFCK,HF Group Ltd,6,11.5,9.2,9.58,9.42,9.36,0.06,0.64%,372407,-
14-Apr-26,IMH,I & M Holdings Plc,31,52,50.5,51,51,51.25,-0.25,-0.49%,137616,-
14-Apr-26,KCB,KCB Group Plc,40.2,80.5,69.5,70,69.75,70,-0.25,-0.36%,280531,-
14-Apr-26,NCBA,NCBA Group Plc,50,100,89.5,90.5,89.75,90.25,-0.5,-0.55%,142906,-
14-Apr-26,SBIC,Stanbic Holdings Plc,147,300,280,298,283,280.25,2.75,0.98%,104079,-
14-Apr-26,SCBK,Standard Chartered Bank Kenya Ltd,261,370,345.75,350,349.5,348.5,1,0.29%,7040,-
14-Apr-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
14-Apr-26,EVRD,Eveready East Africa Ltd,0.8,1.78,1.05,1.19,1.16,1.16,-,-,465628,-
14-Apr-26,XPRS,Express Kenya Plc,2.8,10,7,7.7,7.14,7.24,-0.1,-1.38%,34903,-
14-Apr-26,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
14-Apr-26,KQ,Kenya Airways Plc,1.56,8.92,7.64,8.14,8.12,7.4,0.72,9.73%,1480454,-
14-Apr-26,LKL,Longhorn Publishers Plc,2.38,3.5,2.98,3.14,3,3.04,-0.04,-1.32%,6262,-
14-Apr-26,NBV,Nairobi Business Ventures Ltd,1.28,2.16,1.34,1.49,1.44,1.44,-,-,116634,-
14-Apr-26,NMG,Nation Media Group Plc,10.8,20,14.25,15.5,15.25,14.85,0.4,2.69%,45425,-
14-Apr-26,SMER,Sameer Africa Plc,2.7,21.5,15.5,16,15.85,16.1,-0.25,-1.55%,7905,-
14-Apr-26,SGL,Standard Group Plc,5.4,7.14,6.2,6.52,6.26,6.26,-,-,4455,-
14-Apr-26,TPSE,TPS Eastern Africa (Serena) Ltd,13.05,18.2,16.5,17,16.75,17,-0.25,-1.47%,3122,-
14-Apr-26,UCHM,Uchumi Supermarket Plc,0.23,2.93,1.95,2,1.96,2,-0.04,-2.00%,254221,-
14-Apr-26,SCAN,WPP ScanGroup Plc,2,3.14,2.31,2.33,2.32,2.31,0.01,0.43%,22849,-
14-Apr-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
14-Apr-26,BAMB,Bamburi Cement Ltd,47.2,54,47.2,47.2,47.2,47.2,-,-,-,-
14-Apr-26,CRWN,Crown Paints Kenya Plc,35.25,70.75,55,60,55.5,56.75,-1.25,-2.20%,1040,-
14-Apr-26,CABL,East African Cables Plc,1,2.44,1,1,1,1,-,-,-,-
14-Apr-26,PORT,East African Portland Cement Ltd,28,101,75.25,82.75,77,79,-2,-2.53%,2426,-
14-Apr-26,KEGN,Kenya Electricity Generating Company Plc,4.85,10.75,9.24,9.36,9.3,9.26,0.04,0.43%,1277596,-
14-Apr-26,KPC,Kenya Pipeline Company Plc,9,9.94,9.1,9.5,9.24,9.4,-0.16,-1.70%,932681,-
14-Apr-26,KPLC-P4,KPLC-P4,4,5,5,5,5,5,-,-,-,-
14-Apr-26,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
14-Apr-26,KPLC,Kenya Power and Lighting Company Plc,6.8,19,16.85,17.15,16.95,16.95,-,-,538129,-
14-Apr-26,TOTL,TotalEnergies Marketing Kenya Plc,21,48.1,40,42.2,40.35,42.6,-2.25,-5.28%,4104,-
14-Apr-26,UMME,Umeme Ltd,5.8,24.75,8.12,8.46,8.32,8.34,-0.02,-0.24%,7900,-
14-Apr-26,BRIT,Britam Holdings Plc,6.5,13.4,12,12.5,12.15,12.1,0.05,0.41%,67923,-
14-Apr-26,CIC,CIC Insurance Group Ltd,2.55,6.62,4.5,4.75,4.64,4.63,0.01,0.22%,105110,-
14-Apr-26,JUB,Jubilee Holdings Ltd,205,437.75,375,394.75,380.25,386.25,-6,-1.55%,557,-
14-Apr-26,KNRE,Kenya Re-Insurance Corporation Ltd,1.66,4.02,3.35,3.45,3.38,3.41,-0.03,-0.88%,1326499,-
14-Apr-26,LBTY,Liberty Kenya Holdings Ltd,9,12.1,9.6,10.3,9.72,9.98,-0.26,-2.61%,7879,-
14-Apr-26,SLAM,Sanlam Allianz Holdings (Kenya) Plc,5.96,11,9.5,9.9,9.56,9.72,-0.16,-1.65%,10956,-
14-Apr-26,CTUM,Centum Investment Company Plc,10.95,16.75,13.7,14.5,14,13.95,0.05,0.36%,19388,-
14-Apr-26,HAFR,Home Afrika Ltd,0.48,1.93,1.4,1.5,1.47,1.48,-0.01,-0.68%,475703,-
14-Apr-26,KURV,Kurwitu Ventures Ltd,1400,1500,1500,1500,1500,1500,-,-,-,-
14-Apr-26,OCH,Olympia Capital Holdings Ltd,3.16,9,7.04,7.74,7.72,7.04,0.68,9.66%,7097,-
14-Apr-26,TCL,Trans-Century Plc,0.71,1.3,0.71,0.71,0.71,0.71,-,-,-,-
14-Apr-26,NSE,Nairobi Securities Exchange Plc,6.5,25.9,19.9,20.95,20.1,20.35,-0.25,-1.23%,105923,-
14-Apr-26,AMAC,Africa Mega Agricorp Plc,51,125,110,118,112.75,115.5,-2.75,-2.38%,1139,-
14-Apr-26,BOC,BOC Kenya Plc,80,160,119,126,125.25,121.5,3.75,3.09%,454,-
14-Apr-26,BAT,British American Tobacco Kenya Plc,345,629,568,574,570,572,-2,-0.35%,36891,-
14-Apr-26,CARB,Carbacid Investments Plc,19,33,28.7,29.9,28.95,28.6,0.35,1.22%,19408,-
14-Apr-26,EABL,East African Breweries Ltd,173,351,250,254.75,251,251.5,-0.5,-0.20%,204267,-
14-Apr-26,FTGH,Flame Tree Group Holdings Ltd,0.9,3.11,2.34,2.5,2.37,2.44,-0.07,-2.87%,37674,-
14-Apr-26,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
14-Apr-26,SKL,Shri Krishana Overseas Plc,5.8,12,8.66,9.5,9.48,9.62,-0.14,-1.46%,2112,-
14-Apr-26,UNGA,Unga Group Ltd,18.05,34,27.8,30.15,29.5,28.8,0.7,2.43%,15927,-
14-Apr-26,SCOM,Safaricom Plc,19.5,34.2,28.8,29.35,29,29.05,-0.05,-0.17%,4107838,-
14-Apr-26,ALP,Africa Logistics Properties Industria...,1,1.02,1,1,1,1,-,-,-,-
14-Apr-26,LAPR,LAPTrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
14-Apr-26,GLD,ABSA NewGold ETF,881,9800,5725,5895,5820,5735,85,1.48%,128,-
14-Apr-26,SMWF,Satrix MSCI World Feeder ETF,755,1050,827,865,849,849,-,-,29,-
14-Apr-26,^N10I,NSE 10-Share Index,1340.72,2271.75,2167.15,2167.15,2167.15,2155.76,11.39,0.53%,-,-
14-Apr-26,^N20I,NSE 20-Share Index,2161.38,3758.73,3592.88,3592.88,3592.88,3587.82,5.06,0.14%,-,-
14-Apr-26,^N25I,NSE 25-Share Index,3515.61,5948.29,5732.5,5732.5,5732.5,5714.45,18.05,0.32%,-,-
